user_id,app,platform,from,category,title,contact,details,created_at,ip,ua
88,1.0.0+18,ios,settings,要望,とてもいいです,,頑張って,"2026-04-20 01:02:54",59.138.215.165,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
